Tweet_Content,First_Level_True,First_Level_Pred,Second_Level_True,Second_Level_Pred,Sentiment
covid-19 vaccines may cause mild side effects experts say  jul 27 2020 covid-19 vaccines may cause mild side effects experts say stressing need for education not alarm the vaccines have induced short-term discomfort in a percentage of the,1,1,3,3,Positive
coronavirus infection rate rises sharply on thursday but dont worry good old boris has had a word with it and its on ceasefire til monday when we all need to tighten rules so get out mingle whilst you can pull that stranger in that club youre totally safe til monday,0,0,0,0,Positive
play it down trump admits to concealing the true threat of coronavirus in new woodward book by jamie gangel jeremy herb and elizabeth stuart cnn updated 811 pm edt wed september 09 2020,0,0,1,1,Positive
 covid death count has been massive fraud  cdc form day 1 forced states to count every death as covid if evidence of covid amp even if death was from other cause big pharma needed reason for vacine demsmedia needed reason to attack trump covidrecount,1,1,3,3,Negative
donald trump claims he played up the coronavirus after bombshell admission he played it down,0,0,1,1,Negative
 new york city to resume indoor dining with restrictions later this month mega-d 8 violence 2 motion 4 arrangement 7 evolution ,1,1,3,3,Positive
a global pandemic changes priorities obviously coronavirus is added to the list of sicknesses with no cure so science makes sense there are just as many with pain and sickness that you cant see though then what neuralink,0,0,0,0,Positive
surely meant that copkiller decision to hide the truth about covid-19 from the public including law enforcement was a war on police given more cops have died from covid-19 this year than from all forms of violence,1,1,3,3,Positive
bob woodward book rage trump admits to concealing true threat of coronavirus  any small chance he had for reelection has vanished the last couple days his verbal diarrhea has finally caught up him he is americas biggest national security threat ,0,0,1,1,Positive
how the coronavirus attacks the brain may enter brain cells causingdeliriumampconfusionit exploits the brain cells machinery to multiply but doesnt destroy themit chokes off oxygen to adjacent cells causing them to wither and die covid19,0,0,0,0,Negative
more than 4 in 10 americans are struggling with mental health issues stemming from the coronavirus pandemic what have you been doing to cope please share a post or a picture that might help someone else as they search for healthy ways to manage,0,0,1,1,Positive
greece never did its utmost to avoid a second lockdown they decided to deliberately import cases and let them spread and now they wonder why their health system is under pressure,1,1,3,3,Neutral
her fortune came from hyatt hotels his came from the erie canal now they want the government to tax their millions to fund coronavirus relief smartnews,0,0,1,1,Neutral
trump acknowledges he intentionally downplayed deadly coronavirus says effort was to reduce panic,0,0,0,0,Negative
some passenger airlines reeling from covid are signing up for more cargo assignments too,1,1,3,3,Positive
good headlines coming from australia small business sector data show signs of commercial growth after the pandemics most often business data deliver unexpected good news,1,1,3,3,Positive
germans more afraid of donald trump than the coronavirus for many germans a second term for us president donald trump would probably be a nightmaretrump ranksnumber one this year on germans list of fearsat 53 the us president has topped the rv fear scale as early as 2018,0,0,0,0,Positive
why are voters so willingly stupid to listen to what the loser says and still support him i mean how stupid can you really be,1,1,3,3,Negative
cant wait to see what trump supporters are going to say he actually meant when he admitted to deliberately misleading the country about the virus,1,1,3,3,Neutral
business insider magazinereported in june 2020thatamerican billionaires are now nearly 20 richer than they were at the start of the coronavirus pandemic according to a new report by the institute for policy studies,0,0,1,1,Positive
wildfires cause devastation in western us push smoke into bc via they want to kill 60 billion of us their other page says ten billion happiness,1,1,2,2,Positive
please donate and share deaths of 4family members coronavirus family in distress yourheloneeded,0,0,0,0,Neutral
he didnt down play it he reacted to the info that he was receiving at the time remember this,1,1,3,3,Negative
in light of covid19coronavirus and bible prophecy what are we to do start with ask seek knock,0,0,1,1,Positive
us coronavirus cases rise by the most in a week as it happened map and case count empathy wearamask socialdistancing,0,0,1,0,Positive
no surpriseit came from cnn cnn editor deletes coronavirus tweet after being fact-checked by alex berenson other critics,0,0,1,1,Negative
more than half of oxford workers fear returning to the office due to coronavirus,0,0,0,0,Positive
todays daily figures if you click on data for  healthcare you will see that there is a small increase in the number of daily hospital admissions over the last week hope its not the start of something more significant lets be careful out there,1,1,3,3,Positive
we know companies have zero concern for the health  well being of their employees but potus celebrating this on 911 just adds insult to injury we hv 6399978cases of coronavirus  have lost 191811 american souls to covid19 i hope that is covid proper osha,0,0,0,0,Neutral
so big 10 football players and team staff will all be tested daily for covid-19 because trump and football meatheads threw a fit while the rest of us plebes cant even get tested once this country is so fucked up,1,1,3,3,Negative
are u serious you could have prevented prevented half of all those deaths maybe more you betrayed us americans acknowledges he intentionally downplayed deadly coronavirus says effort was to reduce panic the washington post,0,0,0,0,Negative
